Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,features_raw,features_scaled,features,probability,prediction,Cluster
55,Postgraduate,In couple,36138,151,144.96666666666667,Has child,2 children,130,0,16,0,0,5,"[36138.0,144.96666666666667,151.0]","[1.6787820603180261,21.47879958851442,0.25044562277705074]","[0.07791704249832136,0.9968920802228298,0.011623892519879156]","[0.00026209511721126414,0.05245932678163781,1.136005783375214e-21,0.947278578101151]",3,Cluster 3
68,Postgraduate,Alone,50388,372,134.43333333333334,Has child,1 child,292,6,37,0,3,34,"[50388.0,134.43333333333334,372.0]","[2.3407623680144085,19.918141812020846,0.6169918653845223]","[0.11666071595830739,0.9926956773149673,0.030750115321303274]","[0.00017442556195447327,0.9998255743837542,5.4291445892988156e-11,2.2360680206490612e-21]",1,Cluster 1
52,Postgraduate,In couple,79593,1366,134.96666666666667,No child,No child,350,60,568,110,133,145,"[79593.0,134.96666666666667,1366.0]","[3.6974735881037315,19.99716245893191,2.2656206669764987]","[0.180700079304552,0.9772859105257877,0.11072366696922023]","[0.0013159115263089907,6.044100624196415e-21,0.9986840884736911,6.044100624196415e-21]",2,Cluster 2
58,Postgraduate,In couple,54178,194,138.66666666666666,Has child,1 child,135,9,39,4,0,7,"[54178.0,138.66666666666666,194.0]","[2.516825902482429,20.545368196877437,0.32176457495859495]","[0.12157726656039568,0.9924602664767284,0.015543092377128228]","[9.48232842684305e-05,0.9999051767157316,4.666159731679248e-19,1.764413624403009e-21]",1,Cluster 1
53,Postgraduate,Alone,42394,32,136.63333333333333,Has child,1 child,15,2,10,0,1,4,"[42394.0,136.63333333333333,32.0]","[1.969403029086347,20.244101980528995,0.05307456906533525]","[0.09682537793444852,0.9952979640320726,0.002609402510588787]","[0.0003217966838918468,0.9990032059300139,2.876383218174728e-21,0.0006749973860942677]",1,Cluster 1
55,Postgraduate,In couple,23626,43,134.56666666666666,Has child,1 child,27,2,14,0,0,0,"[23626.0,134.56666666666666,43.0]","[1.0975401227813848,19.93789697374861,0.07131895218154424]","[0.05496437160546041,0.9984819284048958,0.0035716246803664878]","[5.448559642397553e-05,3.065781966552872e-15,1.4668563726163518e-22,0.9999455144035729]",3,Cluster 3
42,Postgraduate,In couple,30096,45,134.63333333333333,Has child,1 child,5,3,11,12,5,9,"[30096.0,134.63333333333333,45.0]","[1.3981024098547599,19.947774554612494,0.0746361127481277]","[0.06991613572305182,0.9975458902742399,0.00373239367299366]","[3.2930476712183595e-05,3.011922741637356e-06,1.223086192282111e-22,0.9999640576005463]",3,Cluster 3
65,Postgraduate,Alone,47916,606,152.83333333333334,Has child,1 child,505,0,26,0,0,75,"[47916.0,152.83333333333334,606.0]","[2.2259262051634994,22.64435413045266,1.0050996516747863]","[0.09773257655168996,0.9942338018144158,0.04413038420659039]","[0.0003921242432407972,0.9996078757530309,3.728319748767935e-12,2.270001907149593e-21]",1,Cluster 1
53,Postgraduate,Alone,51813,63,148.16666666666666,Has child,2 children,51,2,7,0,1,2,"[51813.0,148.16666666666666,63.0]","[2.406960398784047,21.95292346998082,0.10449055784737878]","[0.10898754843411801,0.9940318549335987,0.004731349024293172]","[0.00013117577976303653,0.9998688242202323,1.7790262373979515e-21,4.801078977946018e-15]",1,Cluster 1
74,Undergraduate,In couple,78497,978,140.36666666666667,No child,No child,207,26,447,75,0,223,"[78497.0,140.36666666666667,978.0]","[3.646559172859154,20.797246508906465,1.6220915170593087]","[0.17219649063982267,0.9820800085898727,0.07659781550047741]","[0.0004469533818939211,5.9051565940852185e-21,0.9995530466181061,5.905156594080522e-21]",2,Cluster 2
42,Postgraduate,In couple,50150,410,145.83333333333334,No child,No child,135,46,92,65,61,11,"[50150.0,145.83333333333334,410.0]","[2.3297061355069184,21.607208139744905,0.6800179161496079]","[0.10714703040993195,0.9937511655817594,0.03127514635021839]","[0.00023593809397896384,0.9997640619059769,4.4088807863377525e-14,2.19314169205435e-21]",1,Cluster 1
65,Undergraduate,Alone,47823,72,144.73333333333332,Has child,1 child,53,1,5,2,1,10,"[47823.0,144.73333333333332,72.0]","[2.2216059126290597,21.444228055490825,0.11941778039700432]","[0.10304614809224703,0.994661153613425,0.005539030218493928]","[0.00014767878848614803,0.9998522995480742,1.6023089388003604e-21,2.1663439602506104e-08]",1,Cluster 1
66,Postgraduate,Alone,34554,55,136.4,Has child,1 child,41,1,6,2,0,5,"[34554.0,136.4,55.0]","[1.6051977229572494,20.209530447505404,0.09122191558104496]","[0.0791775914954208,0.9968503712669841,0.004499589965776508]","[3.0380018599708762e-05,0.0017490994962223495,1.465863856223498e-22,0.998220520485178]",3,Cluster 3
46,Postgraduate,In couple,85693,1169,147.86666666666667,Has child,1 child,386,172,183,185,132,111,"[85693.0,147.86666666666667,1169.0]","[3.980847614556218,21.908474356093347,1.9388803511680284]","[0.17810237254715044,0.9801810165857393,0.08674514175458434]","[0.0006716417238046039,6.540138089620675e-21,0.9993283582761954,6.540138089620675e-21]",2,Cluster 2
80,Postgraduate,In couple,65846,1120,146.96666666666667,No child,No child,562,81,276,80,40,81,"[65846.0,146.96666666666667,1120.0]","[3.0588600239000705,21.77512701443092,1.8576099172867337]","[0.13861537382892858,0.9867621753509667,0.08417949533523267]","[0.0005400257502581195,6.00133914920824e-12,0.9994599742437406,3.887597296336255e-21]",2,Cluster 2
66,Postgraduate,In couple,87195,1097,135.1,No child,No child,217,76,690,50,26,38,"[87195.0,135.1,1097.0]","[4.050622661725339,20.016917620659676,1.8194625707710241]","[0.19755727535882722,0.9762666228049081,0.08873896635580122]","[0.004431480584483994,4.075346210397475e-20,0.995568519415516,4.075346210397475e-20]",2,Cluster 2
46,Undergraduate,In couple,24594,29,140.06666666666666,Has child,1 child,1,3,6,10,0,9,"[24594.0,140.06666666666666,29.0]","[1.142508328946304,20.752797395018987,0.04809882821546008]","[0.054969833153755684,0.9984853338705979,0.0023141928114725012]","[6.55220344734594e-05,1.1177066899676385e-15,1.788501257694217e-22,0.9999344779655254]",3,Cluster 3
61,Postgraduate,In couple,49096,187,142.63333333333333,Has child,2 children,144,1,32,2,1,7,"[49096.0,142.63333333333333,187.0]","[2.2807428201166036,21.133084258278497,0.3101545129755529]","[0.10728836591773859,0.9941208876661801,0.01458997068220865]","[0.00012018410751935983,0.99987981589248,1.3770479627502312e-21,6.490409195442375e-16]",1,Cluster 1
56,Postgraduate,In couple,52413,910,150.43333333333334,Has child,2 children,295,106,271,75,98,65,"[52413.0,150.43333333333334,910.0]","[2.434833253844947,22.288761219352857,1.5093080577954712]","[0.10834916187797676,0.9918414715265019,0.06716363957144726]","[0.0068639854274809824,0.9687323450532266,0.02440366951929235,3.793918495058806e-20]",1,Cluster 1
47,Postgraduate,Alone,38557,145,151.93333333333334,Has child,1 child,76,3,31,4,4,27,"[38557.0,151.93333333333334,145.0]","[1.7911561209718894,22.511006788790233,0.24049414107730036]","[0.07931283160827285,0.99679289251639,0.010649139452841416]","[0.00015528648123391,0.04462746210445247,7.09153466647604e-22,0.9552172514143137]",3,Cluster 3
65,Postgraduate,In couple,89058,850,152.33333333333334,No child,No child,454,194,106,31,22,43,"[89058.0,152.33333333333334,850.0]","[4.137167876689435,22.570272273973533,1.4097932407979676]","[0.17995838007692708,0.9817608947427199,0.061323135879228004]","[0.001557842210178656,3.5342765223507697e-20,0.9984421577898213,3.534276522211614e-20]",2,Cluster 2
46,Postgraduate,In couple,77298,969,141.33333333333334,Has child,1 child,425,115,292,23,35,79,"[77298.0,141.33333333333334,969.0]","[3.590859917495788,20.940471431432776,1.6071642945096831]","[0.1685310078733503,0.9828060232835869,0.07542956968387408]","[0.0003944160025090457,5.26764375086992e-21,0.999605583997491,5.267636318411603e-21]",2,Cluster 2
34,Postgraduate,Alone,68126,1820,153.23333333333332,No child,No child,1332,17,311,23,51,86,"[68126.0,153.23333333333332,1820.0]","[3.164776873131492,22.703619615635954,3.0186161155909423]","[0.13687869295068666,0.9819465645813013,0.1305571435161331]","[0.0047996975191607885,1.355068043349839e-20,0.9952003024808392,1.355068043349839e-20]",2,Cluster 2
62,Postgraduate,In couple,57288,608,133.5,Has child,1 child,527,0,21,0,0,60,"[57288.0,133.5,608.0]","[2.6613002012147624,19.779855679926477,1.0084168122413697]","[0.13317457224605542,0.9898070943144776,0.050462355789352674]","[0.00023141422961862966,0.977424265290493,0.022344320479888335,3.364407397512294e-21]",1,Cluster 1
34,Postgraduate,Alone,86037,730,151.46666666666667,No child,No child,490,44,125,29,20,22,"[86037.0,151.46666666666667,730.0]","[3.996828051457801,22.441863722743047,1.2107636068029604]","[0.1750911385141777,0.9831224708708461,0.05304055507450213]","[0.0034199779157017083,1.1823123610732306e-18,0.9965800220842983,9.646814332167513e-20]",2,Cluster 2
45,Postgraduate,In couple,43974,551,152.16666666666666,Has child,1 child,378,0,101,0,0,72,"[43974.0,152.16666666666666,551.0]","[2.0428015474133843,22.54557832181382,0.9138777360937413]","[0.09016453772717838,0.9951097059585664,0.04033645055653468]","[0.00048668015021277594,0.9995133198497872,5.307064736920709e-18,2.335119774828677e-21]",1,Cluster 1
63,Postgraduate,Alone,50785,114,143.1,Has child,2 children,64,1,21,0,1,27,"[50785.0,143.1,114.0]","[2.3592049071130377,21.202227324325683,0.18907815229525685]","[0.11058470117707828,0.9938271855403105,0.008862795642567409]","[0.00010714266566368864,0.9998928573343363,1.471649474925645e-21,7.346841101832766e-18]",1,Cluster 1
55,Postgraduate,In couple,90765,1724,138.56666666666666,No child,No child,547,99,812,151,82,33,"[90765.0,138.56666666666666,1724.0]","[4.216466149337696,20.530551825581615,2.8593924083949367]","[0.19932985391591962,0.9705643900044613,0.1351753460995245]","[0.27983179660829843,7.351740846453528e-19,0.7201682033917016,7.351740846453528e-19]",2,Cluster 2
47,Undergraduate,In couple,36550,577,149.86666666666667,Has child,1 child,47,90,94,123,103,120,"[36550.0,149.86666666666667,577.0]","[1.6979214207931776,22.20480178200985,0.9570008234593262]","[0.0761735264803903,0.9961698084612215,0.04293374632936795]","[0.012656267495710069,0.9873437325042899,3.975404462905755e-20,3.975401037427305e-20]",1,Cluster 1
58,Undergraduate,In couple,30753,81,145.13333333333333,Has child,2 children,12,5,25,0,9,30,"[30753.0,145.13333333333333,81.0]","[1.4286231861464458,21.503493540674125,0.13434500294662985]","[0.06628936934982117,0.997780968034156,0.0062337260146630834]","[4.1663477617541536e-05,4.205365132882744e-07,1.3754010096205008e-22,0.9999579159858693]",3,Cluster 3
56,Postgraduate,In couple,21918,33,140.93333333333334,Has child,1 child,1,6,7,11,5,3,"[21918.0,140.93333333333334,33.0]","[1.0181953953746887,20.881205946249473,0.05473314934862698]","[0.048703298170361925,0.9988098590670602,0.0026180484655876656]","[6.284397668003946e-05,5.7442174081246875e-22,1.5778694835017554e-22,0.9999371560233199]",3,Cluster 3
72,Postgraduate,In couple,56129,660,145.83333333333334,Has child,1 child,320,48,133,39,72,48,"[56129.0,145.83333333333334,660.0]","[2.60745913618879,21.607208139744905,1.0946629869725395]","[0.11965498487257481,0.9915438854695663,0.0502335324565114]","[0.00020781657760455866,0.9993631753766545,0.0004290080457408356,2.112593394956356e-21]",1,Cluster 1
58,Postgraduate,Alone,32557,80,137.53333333333333,Has child,1 child,34,3,29,0,4,10,"[32557.0,137.53333333333333,80.0]","[1.512427570362886,20.37744932219142,0.13268642266333813]","[0.07401550221783308,0.9972359503725242,0.006493436382251525]","[3.0253280333122645e-05,0.00020989196085094837,1.2255800695519676e-22,0.9997598547588159]",3,Cluster 3
40,Postgraduate,In couple,19510,30,143.3,Has child,2 children,9,0,7,3,4,7,"[19510.0,143.3,30.0]","[0.9063323370636087,21.231860066917335,0.0497574084987518]","[0.04264841677728771,0.9990873988063294,0.0023413869379170036]","[8.698637843590257e-05,2.1076446566521586e-22,2.1076446369079882e-22,0.999913013621564]",3,Cluster 3
49,Postgraduate,Alone,30992,43,147.8,Has child,1 child,17,0,14,7,3,2,"[30992.0,147.8,43.0]","[1.439725873412371,21.898596775229464,0.07131895218154424]","[0.06560314354743031,0.9978405016280433,0.0032497488195643914]","[4.3056308013776244e-05,3.555797575146243e-08,1.4404369898597094e-22,0.9999569081340105]",3,Cluster 3
42,Postgraduate,Alone,101970,1135,149.16666666666666,No child,No child,722,27,102,44,72,168,"[101970.0,149.16666666666666,1135.0]","[4.736991717600009,22.10108718293907,1.8824886215361099]","[0.20885019114501943,0.9744193272535763,0.08299742365505627]","[0.16333353073488555,1.7806634444821283e-18,0.8366664692651145,1.7806634444821283e-18]",2,Cluster 2
60,Undergraduate,In couple,71488,559,149.9,No child,No child,162,33,124,40,28,172,"[71488.0,149.9,559.0]","[3.3209577709894034,22.20974057244179,0.9271463783600752]","[0.14775713889465178,0.988163038760584,0.041250899785518574]","[0.0013521511457588182,0.9678673127019354,0.03078053615230597,3.3924330691188615e-20]",1,Cluster 1
41,Postgraduate,Alone,79607,1923,147.83333333333334,No child,No child,450,133,951,173,0,216,"[79607.0,147.83333333333334,1923.0]","[3.698123954721819,21.903535565661404,3.1894498847699904]","[0.16479071837303608,0.9760352559751345,0.142123883396326]","[0.00770950393108632,1.9750384735947282e-20,0.9922904960689136,1.9750384735947282e-20]",2,Cluster 2
72,Postgraduate,In couple,54348,90,134.06666666666666,Has child,2 children,70,0,16,0,0,4,"[54348.0,134.06666666666666,90.0]","[2.524723211416351,19.863815117269485,0.1492722254962554]","[0.12608374486906285,0.9919915918097935,0.007454599819260488]","[0.00013130494941224167,0.9998686950505878,3.147613814786048e-21,3.1457842986758517e-21]",1,Cluster 1
69,Postgraduate,In couple,77376,661,135.03333333333333,Has child,2 children,492,19,110,16,12,12,"[77376.0,135.03333333333333,661.0]","[3.594483388653705,20.007040039795793,1.0963215672558313]","[0.17657311265301964,0.9828130924047734,0.05385500242122517]","[0.0035045095394261104,1.0450547455866928e-19,0.9964954904605738,9.773367596829968e-20]",2,Cluster 2
73,Postgraduate,In couple,62998,463,142.43333333333334,Has child,1 child,120,58,73,65,89,58,"[62998.0,142.43333333333334,463.0]","[2.9265568718776636,21.10345151568685,0.7679226711640694]","[0.13727302244990877,0.9898781060847056,0.036020166596272385]","[0.00011560895537163,0.9998527958010295,3.159524359895672e-05,2.5060213027994224e-21]",1,Cluster 1
67,Postgraduate,Alone,61331,632,149.23333333333332,Has child,2 children,534,5,47,0,5,41,"[61331.0,149.23333333333332,632.0]","[2.8491167895667955,22.110964763802954,1.0482227390403713]","[0.12765775000639903,0.9907056188619889,0.04696675013865781]","[0.0001482437536981222,0.9987197040911948,0.0011320521551070183,2.003854517787734e-21]",1,Cluster 1
56,Postgraduate,In couple,73448,725,138.0,No child,No child,236,106,189,23,41,130,"[73448.0,138.0,725.0]","[3.4120090975216777,20.446592388238606,1.2024707053865018]","[0.16432193521101066,0.9847053550198636,0.057910840122665785]","[0.0006068169438611681,4.88391534002644e-11,0.9993931830072997,1.3230017469162004e-20]",2,Cluster 2
61,Postgraduate,In couple,41551,279,144.0,Has child,2 children,220,0,33,3,0,23,"[41551.0,144.0,279.0]","[1.9302416677257819,21.33557466598811,0.46274389903839175]","[0.09008157015815121,0.9957002266991372,0.02159558448222517]","[0.00022875817166756712,0.9997712269992296,1.3351444845836638e-21,1.4829102694750174e-08]",1,Cluster 1
58,Postgraduate,In couple,62981,1482,149.0,No child,No child,796,14,590,38,44,0,"[62981.0,149.0,1482.0]","[2.9257671409842714,22.076393230779363,2.458015979838339]","[0.13058739807745073,0.9853479829472257,0.10970999938563117]","[0.0019686517650694913,7.172878448886563e-21,0.9980313482349306,7.172878448886563e-21]",2,Cluster 2
49,Undergraduate,Alone,9548,29,156.36666666666667,Has child,1 child,0,1,3,10,6,9,"[9548.0,156.36666666666667,29.0]","[0.44355003353579375,23.16786591623848,0.04809882821546008]","[0.019141504626891077,0.9998146299206261,0.0020757160933907817]","[0.9994908432183832,3.3262605874910644e-18,3.3262605874910644e-18,0.0005091567816168179]",0,Cluster 0
66,Postgraduate,In couple,33762,106,145.26666666666668,Has child,3+ children,53,1,34,2,0,16,"[33762.0,145.26666666666668,106.0]","[1.568405554276861,21.523248702401897,0.17580951002892303]","[0.07267518022914189,0.9973223917106726,0.008146482134361064]","[4.688638408605347e-05,0.00024308587268043427,1.7992620289351607e-22,0.9997100277432336]",3,Cluster 3
52,Postgraduate,Alone,35860,49,134.73333333333332,Has child,2 children,15,0,8,4,2,20,"[35860.0,134.73333333333332,49.0]","[1.6658676374731423,19.962590925908316,0.08127043388129461]","[0.08315973138219687,0.9965279724200062,0.004057001468096539]","[5.454012200142398e-05,0.013547825850665163,3.001768107641582e-22,0.9863976340273334]",3,Cluster 3
60,Postgraduate,Alone,36921,38,144.56666666666666,Has child,2 children,17,1,12,3,1,4,"[36921.0,144.56666666666666,38.0]","[1.7151561361725012,21.419534103331117,0.0630260507650856]","[0.07981856022677504,0.9968050936000887,0.0029330557858569272]","[3.987943185561375e-05,0.0017927369202006816,1.9940455308984684e-22,0.9981673836479438]",3,Cluster 3
33,Postgraduate,Alone,92859,2077,153.96666666666667,No child,No child,962,61,921,52,61,20,"[92859.0,153.96666666666667,2077.0]","[4.313742413500238,22.812273005138675,3.4448712483969164]","[0.18379240219215337,0.9719454833362685,0.14677305719601622]","[0.14947417324186926,3.63154094272463e-19,0.8505258267581307,3.63154094272463e-19]",2,Cluster 2
